Ano;Populacao;PessoalOcupado;PessoalAssalariado;PIB;QtEmpresas;AreaPlantada_h;VlProducaoAgricola;VlProducaoPecuaria;Area;NrNascimentos;NrObitosInfantis;povoamento;UF;Municipio;Regiao;Exportacoes_R$
2017;5640,0;934,0;643,0;152303000,0;221,0;440000,0;37000,0;7000,0;334,4;78,0;0,0;16,866;RS;Machadinho;Sul;
2017;232394,0;28254,0;24191,0;4186706000,0;2,706;0,0;8000,0;0,0;430,4;3,139;32,0;539,949;RJ;Itaboraí;Sudeste;72917051,11999999
2017;22464,0;1626,0;1333,0;150799000,0;298,0;60000,0;0,0;0,0;1482,7;254,0;5,0;15,151;BA;Boquira;Nordeste;
2017;3963,0;424,0;338,0;100527000,0;83,0;830000,0;17000,0;3000,0;167,6;27,0;0,0;23,646;PR;Rancho Alegre;Sul;
2017;15825,0;1343,0;1022,0;168860000,0;268,0;60000,0;9000,0;0,0;949,4;237,0;1,0;16,668;BA;São Félix do Coribe;Nordeste;
2017;155979,0;26444,0;23580,0;3504871000,0;2,322;50000,0;86000,0;9000,0;752,4;2,391;35,0;207,309;BA;Alagoinhas;Nordeste;308216503,91999996
2017;10901,0;733,0;647,0;170511000,0;81,0;40000,0;71000,0;1000,0;150,3;177,0;1,0;72,528;RN;Rio do Fogo;Nordeste;155171,91999999998
2017;5572,0;809,0;672,0;102201000,0;117,0;20000,0;64000,0;63000,0;500,1;42,0;1,0;11,142;MG;Luminárias;Sudeste;93720,0
2017;34226,0;5717,0;4429,0;929032000,0;1,132;840000,0;296000,0;4000,0;290,7;502,0;2,0;117,736;SP;Ibaté;Sudeste;16358394,319999998
2017;11180,0;6180,0;5533,0;228972000,0;569,0;0,0;35000,0;38000,0;244,2;148,0;3,0;45,782;SP;Bernardino de Campos;Sudeste;
2017;7458,0;1657,0;1284,0;238532000,0;278,0;320000,0;77000,0;61000,0;300,7;76,0;0,0;24,802;RS;Ibiraiaras;Sul;495017,68
2017;3581,0;474,0;376,0;50796000,0;81,0;40000,0;22000,0;9000,0;81,1;34,0;0,0;44,155;MG;Carvalhópolis;Sudeste;
2017;14411,0;2101,0;1675,0;313045000,0;317,0;830000,0;92000,0;20000,0;321,2;160,0;1,0;44,866;PR;Santa Izabel do Oeste;Sul;
2017;6193,0;840,0;618,0;150738000,0;210,0;620000,0;755000,0;3000,0;607,3;74,0;0,0;10,198;SP;Taciba;Sudeste;499237,92
2017;15147,0;844,0;739,0;122229000,0;90,0;90000,0;8000,0;8000,0;1649,6;156,0;2,0;9,182;MG;Itinga;Sudeste;2449784,0
2017;36644,0;2768,0;2143,0;310791000,0;565,0;300000,0;13000,0;0,0;920,4;706,0;13,0;39,813;BA;Camamu;Nordeste;593207,84
2017;6566,0;860,0;736,0;86589000,0;114,0;50000,0;77000,0;1000,0;244,6;58,0;1,0;26,844;RS;Morro Redondo;Sul;
2017;6156,0;205,0;126,0;213171000,0;66,0;820000,0;938000,0;0,0;5285,4;99,0;3,0;1,165;PI;Santa Filomena;Nordeste;
2017;41127,0;5535,0;4373,0;648054000,0;780,0;0,0;1000,0;4000,0;110,3;566,0;9,0;372,865;MG;Igarapé;Sudeste;179476,63999999998
2017;11133,0;969,0;893,0;101384000,0;62,0;0,0;9000,0;0,0;102,5;154,0;4,0;108,615;SE;São Domingos;Nordeste;97332,48
2017;10471,0;2488,0;1938,0;356069000,0;412,0;360000,0;635000,0;7000,0;326,2;200,0;1,0;32,1;PR;Santa Tereza do Oeste;Sul;56559491,76
2017;5358,0;389,0;365,0;41396000,0;26,0;0,0;0,0;5000,0;146,8;52,0;0,0;36,499;PB;Vieirópolis;Nordeste;
2017;21458,0;2919,0;2014,0;450819000,0;652,0;280000,0;711000,0;11000,0;1065,7;196,0;2,0;20,135;MG;Carmo do Rio Claro;Sudeste;352370,16
2017;99364,0;12228,0;11240,0;2003007000,0;836,0;0,0;5000,0;4000,0;130,3;1,519;11,0;762,579;PE;Abreu e Lima;Nordeste;886882538,56
2017;328871,0;47309,0;43496,0;3856596000,0;2,72;70000,0;69000,0;0,0;154,5;4,833;36,0;2128,615;MG;Ribeirão das Neves;Sudeste;189083990,79999998
2017;20675,0;9470,0;7686,0;735117000,0;1,367;90000,0;68000,0;93000,0;291,3;267,0;3,0;70,975;RS;Nova Petrópolis;Sul;8234125,6
2017;113300,0;28221,0;23170,0;2862007000,0;3,452;0,0;6000,0;5000,0;407,5;1,262;20,0;278,037;MG;Ubá;Sudeste;25199234,799999997
2017;7692,0;1557,0;1255,0;264062000,0;256,0;920000,0;7000,0;87000,0;311,8;114,0;1,0;24,67;PR;Verê;Sul;
2017;2307,0;580,0;563,0;221682000,0;16,0;40000,0;2000,0;0,0;253,5;32,0;0,0;9,101;RN;Bodó;Nordeste;
2017;94181,0;15905,0;12241,0;1457170000,0;2,613;120000,0;6000,0;3000,0;103,3;1,63;12,0;911,723;PR;Sarandi;Sul;16320037,28
2017;11132,0;3469,0;3053,0;340075000,0;420,0;30000,0;2000,0;65000,0;159,0;146,0;1,0;70,013;SC;São Carlos;Sul;
2017;234185,0;38013,0;33000,0;4104162000,0;4,02;70000,0;14000,0;62000,0;356,2;3,95;42,0;657,454;AL;Arapiraca;Nordeste;52025357,919999994
2017;31612,0;5920,0;4741,0;731803000,0;842,0;970000,0;22000,0;714000,0;2551,1;410,0;5,0;12,392;MG;Pompéu;Sudeste;31666,0
2017;2943,0;420,0;361,0;163490000,0;51,0;950000,0;866000,0;9000,0;291,0;54,0;1,0;10,113;PR;Brasilândia do Sul;Sul;
2017;23729,0;2338,0;1782,0;200161000,0;445,0;90000,0;52000,0;3000,0;1925,6;243,0;4,0;12,323;MG;São João do Paraíso;Sudeste;
2017;10314,0;2606,0;1973,0;229973000,0;443,0;0,0;80000,0;12000,0;171,8;149,0;1,0;60,035;PR;Barracão;Sul;302906317,36
2017;11834,0;1063,0;871,0;345578000,0;178,0;40000,0;142000,0;3000,0;902,8;125,0;1,0;13,108;PR;Teixeira Soares;Sul;
