Ano,Regiao,UF,Municipio,PIB,Populacao,PIB_per_capita
2018,Centro-Oeste,MT,Lucas do Rio Verde,4392108.0,63411.0,69264.13398306287
2018,Sul,PR,Cascavel,12243044.0,324476.0,37731.73978969169
2018,Centro-Oeste,MT,Diamantino,2295182.0,21904.0,104783.69247626004
2018,Nordeste,BA,São Francisco do Conde,8864183.0,39338.0,225333.8502211602
2018,Centro-Oeste,MT,Sinop,6319577.0,139935.0,45160.803230071106
2018,Sudeste,MG,Ouro Branco,4075079.0,39121.0,104166.02336341096
2018,Centro-Oeste,GO,Barro Alto,988874.0,10922.0,90539.64475370811
2018,Sul,SC,Blumenau,16961256.0,352460.0,48122.49900697952
2018,Centro-Oeste,GO,Mozarlândia,607402.0,15444.0,39329.31882931883
2018,Centro-Oeste,MT,Querência,1651442.0,17014.0,97063.7122369813
2018,Norte,PA,Santana do Araguaia,843465.0,71187.0,11848.581903999326
2018,Sudeste,MG,Contagem,27820452.0,659070.0,42211.68009467887
2018,Norte,PA,Paragominas,2646845.0,111764.0,23682.44694177016
2018,Sul,RS,São Leopoldo,9018696.0,234947.0,38386.08707495733
2018,Centro-Oeste,MT,Sapezal,2923289.0,25054.0,116679.53221042547
2018,Centro-Oeste,GO,Alto Horizonte,970401.0,6218.0,156063.2036024445
2018,Sudeste,RJ,Porto Real,2894247.0,19381.0,149334.24487900521
2018,Sul,PR,Ortigueira,2177021.0,22327.0,97506.20325166838
2018,Sudeste,MG,Belo Horizonte,92133758.0,2501576.0,36830.285388091346
2018,Centro-Oeste,MT,Primavera do Leste,3970461.0,61038.0,65049.002260886664
2018,Centro-Oeste,MT,Campo Novo do Parecis,3535872.0,34558.0,102317.03223566178
2018,Sul,PR,Londrina,19953188.0,563943.0,35381.56870463859
2018,Sudeste,SP,Santo André,28994083.0,716109.0,40488.3655979746
2018,Centro-Oeste,MT,Nova Mutum,3188129.0,43919.0,72591.11090871831
2018,Sudeste,SP,Sumaré,14438510.0,278571.0,51830.62845737712
2018,Nordeste,PE,Goiana,9225149.0,79455.0,116105.33006104085
2018,Sul,RS,Cruz Alta,3951837.0,60693.0,65111.90746873609
2018,Sudeste,MG,Araguari,4667416.0,116691.0,39998.08040037364
2018,Sudeste,MG,Brumadinho,2584991.0,39520.0,65409.69129554657
